id,title,body,category,priority
263,Connessione al server instabile,La connessione di rete è instabile da ieri: funziona a intermittenza e la velocità è molto ridotta. Riesco a lavorare ma con continue interruzioni durante le videochiamate e il caricamento di file. Vorrei una risoluzione entro la settimana se possibile. Cordiali saluti.,Tecnico,media
264,Revoca ordine #PED-8821,"lo studio Verdi chiede l'annullamento immediato dell'ordine #2025-0112 del 22 novembre perché hanno trovato un errore critico nelle specifiche. Se la merce è già partita dobbiamo organizzare il rientro oggi stesso. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,alta
265,Scadenza imminente del contratto #CNT-0033,"Segnalo che il contratto #2024-1093 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. Bassa priorità, non crea problemi operativi.",Amministrazione,bassa
266,Accesso negato al software gestionale: reset fallito,La password del piattaforma intranet è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. Il problema è comparso dopo l'ultimo aggiornamento di sistema. La situazione è gestibile ma andrebbe risolta nei prossimi giorni. Resto in attesa di aggiornamenti.,Tecnico,media
267,Errore contabile nel gestionale,Il gestionale calcola importi errati nei calcoli!!,Tecnico,alta
268,Errore nel caricamento ordini su portale HR,Alcuni ordini non vengono caricati correttamente nel portale HR. Il problema è intermittente: su dieci tentativi circa tre falliscono con 'Errore 403 - Forbidden'. Riesco a procedere riprovando ma è poco efficiente. I colleghi del vendite confermano lo stesso comportamento. La situazione non è grave ma conviene non rimandare troppo. Grazie per l'attenzione.,Tecnico,media
269,Mancato accredito del pagamento #2024-1093,"Il bonifico #ORD-1145 di 990,00 euro del mese scorso non risulta accreditato e il fornitore lo studio Verdi ha inviato un sollecito formale minacciando di sospendere le consegne se non riceve conferma entro lunedì prossimo. Urgente, il lavoro è completamente fermo. Ringrazio per la collaborazione.",Amministrazione,alta
270,Cliente non riesce a ordinare,IL PORTALE ORDINI DÀ ERRORE QUANDO L'AZIENDA PARTNER PROVA A COMPRARE.,Commerciale,media
271,Quotazione notebook aziendali per nuovo cliente,"Rossi S.r.l. ha richiesto un preventivo per licenze software e ci ha dato come termine massimo 15 del mese prossimo. Se non rispondiamo entro la data indicata, hanno già un'offerta alternativa pronta da un concorrente. Il reparto direzione è in copia per conoscenza. Rimango in attesa, grazie.",Commerciale,alta
272,"Credenziali scadute, impossibile il reset","La password del piattaforma documentale è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. Sta peggiorando, meglio intervenire presto. Cordiali saluti.",Tecnico,media
273,Richiesta rimborso per trasferta,"Allego la nota spese relativa alla trasferta del mese scorso per un importo di 1.320,50 euro. Chiedo il rimborso secondo le tempistiche previste dalle procedure aziendali. Il piattaforma intranet registra correttamente il dato, il problema è nel contenuto. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Ringrazio per la collaborazione.",Amministrazione,media
274,Nota di credito per reso,"Il cliente ha restituito la merce, serve la nota di credito. Quando è comodo per voi, non c'è alcuna premura.",Amministrazione,bassa
275,Nota di credito #ORD-1145 non ricevuta,"Chiedo aggiornamenti sulla nota di credito relativa a #ORD-2287. Nessuna premura ma vorrei tenere allineata la documentazione contabile. Ho verificato anche con il reparto vendite e confermano l'anomalia. Bassa priorità, non crea problemi operativi.",Amministrazione,bassa
276,Blocco emissione documenti dal gestionale SAP,"Da stamattina il gestionale SAP non permette di generare alcun documento. L'intero reparto risorse umane è bloccato, abbiamo decine di pratiche in scadenza oggi e il messaggio di errore è 'Credenziali non valide'. Ho già provato a riavviare il PC senza alcun risultato. Il problema sta impattando la generazione dei documenti contabili. Urgente, il lavoro è completamente fermo. Grazie per l'attenzione.",Tecnico,alta
277,Giacenze monitor 27 pollici richieste,Sto raccogliendo informazioni per la pianificazione del prossimo trimestre. Potreste indicarmi le giacenze attuali di telefoni VoIP? Resto in attesa di aggiornamenti.,Commerciale,bassa
278,Portale clienti lento,"Il portale ordini online è più lento del solito. Alcuni clienti hanno segnalato tempi di caricamento lunghi. Il reparto marketing ha confermato la disponibilità tecnica. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Potete contattarmi al mio interno per approfondire.",Commerciale,media
279,Il portale non accetta nuovi ordini,"Alcuni ordini non vengono caricati correttamente nel portale HR. Il problema è intermittente: su dieci tentativi circa tre falliscono con 'Errore 500 - Internal Server Error'. Riesco a procedere riprovando ma è poco efficiente. La situazione sta creando ritardi sugli ordini in lavorazione. Sta peggiorando, meglio intervenire presto. Resto a disposizione per chiarimenti.",Tecnico,media
280,Cancellazione ordine #2025-0112 su richiesta,GreenTech S.p.A. chiede l'annullamento immediato dell'ordine #2024-0654 del 3 novembre perché hanno trovato un errore critico nelle specifiche. Se la merce è già partita dobbiamo organizzare il rientro oggi stesso. Grazie per l'attenzione.,Commerciale,alta
281,Mancato accredito del pagamento #2024-1093,"Il bonifico #ORD-2287 del metà marzo non risulta ancora accreditato al beneficiario. L'importo è di 3.750,00 euro. Non ci sono conseguenze immediate ma vorrei capire se c'è stato un problema nella disposizione. Ringrazio per la collaborazione.",Amministrazione,media
282,Prezzi sbagliati sul portale,I CLIENTI VEDONO PREZZI DIVERSI DAL LISTINO SUL PORTALE. NON È UN'EMERGENZA MA SAREBBE OPPORTUNO INTERVENIRE A BREVE.,Tecnico,media
283,Richiesta listino aggiornato per lo studio Verdi,"GreenTech S.p.A. deve chiudere un ordine importante entro domani ma il listino in suo possesso è datato metà marzo e i prezzi non sono più validi. Senza il listino aggiornato rischiamo di perdere l'ordine. È critico, siamo in piena emergenza. Potete contattarmi al mio interno per approfondire.",Commerciale,alta
284,Il gestionale SAP mostra prezzi errati ai clienti,Segnalo che un paio di prodotti nel portale HR mostrano un prezzo leggermente diverso dal listino corrente. La differenza è minima e potrebbe essere un ritardo di aggiornamento. Anche lo studio Verdi ci ha contattato per un disservizio simile. Cordiali saluti.,Tecnico,bassa
285,Il software gestionale non permette di generare documenti,Da un paio di giorni il gestionale SAP impiega tempi molto lunghi per generare i documenti. Riesco a completare il lavoro ma con rallentamenti evidenti. L'errore 'Credenziali non valide' compare saltuariamente. Il problema è comparso dopo l'ultimo aggiornamento di sistema. In attesa di un vostro riscontro.,Tecnico,media
286,Il software non genera i report correttamente,"Ho notato che il sistema ERP salva i report in un formato leggermente diverso dal solito. Non crea problemi ma lo segnalo. Il reparto marketing ha segnalato lo stesso problema. Quando è comodo per voi, non c'è alcuna premura. Grazie per l'attenzione.",Tecnico,bassa
287,Report vendite errato,"Il report generato dal sistema ERP non corrisponde ai dati commerciali. È critico, siamo in piena emergenza.",Commerciale,alta
288,CONTEGGIO FERIE ERRATO NEL PIATTAFORMA DOCUMENTALE,"Noto una piccola differenza nel conteggio ferie sul sistema ERP rispetto a quanto mi aspettavo. Nessuna premura, potrebbe anche essere un mio errore di calcolo. Chiedo verifica quando possibile. Quando avete modo di verificare, con calma!!!",Amministrazione,bassa
289,Crash di Microsoft Office dopo l'ultimo update,"Power BI si chiude immediatamente dopo l'avvio con errore 'Errore 403 - Forbidden'. L'aggiornamento è stato installato ieri sera e da stamattina nessuno del reparto riesce ad usarlo. Abbiamo scadenze contabili che richiedono quel software oggi stesso. Urgentissimo, il blocco è totale. Ringrazio per la collaborazione.",Tecnico,alta
290,"Credenziali scadute, impossibile il reset","Le mie credenziali di accesso al software gestionale sono scadute e il reset non funziona. Non ricevo l'email con il link e senza accesso non posso elaborare i pagamenti dei fornitori in scadenza oggi. La situazione sta creando ritardi sugli ordini in lavorazione. Il problema è grave, va risolto urgentemente.",Tecnico,alta
291,Stato dell'ordine #2025-0112,"Per completezza del mio report, vorrei sapere lo stato attuale dell'ordine #2024-1093. Non ci sono solleciti da parte del cliente. Non è un problema grave, solo una segnalazione preventiva. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,bassa
292,Errore nel caricamento ordini su piattaforma documentale,"Ho notato che il caricamento di nuovi ordini nel software gestionale è leggermente più lento del solito. Non ci sono errori visibili ma i tempi di risposta sono aumentati rispetto alla settimana scorsa. Quando avete modo di verificare, con calma. In attesa di un vostro riscontro.",Tecnico,bassa
293,Errore nel sistema di backup,"Il backup notturno non è andato a buon fine l'ultima notte. I log riportano 'Timeout di connessione'. I dati sono comunque disponibili sul server principale ma vorrei che venisse ripristinato il ciclo regolare. I colleghi del assistenza clienti confermano lo stesso comportamento. Vorrei una risoluzione entro la settimana se possibile. Rimango in attesa, grazie.",Tecnico,media
294,Documenti mancanti per ordine #2024-0871,"Manca la documentazione contabile per l'ordine #CNT-0033. La merce è stata spedita ma la fattura non è ancora stata emessa. Chiedo di procedere con la registrazione. Chiedo gentilmente di essere aggiornato sullo stato della pratica. Non è trascurabile, programmate un intervento. Ringrazio per la collaborazione.",Amministrazione,media
295,Mancata emissione nota di credito #ORD-1145,La nota di credito relativa alla fattura #ORD-1145 doveva essere emessa entro il 4 febbraio ma non è ancora arrivata. Senza di essa non posso chiudere il bilancio trimestrale e la scadenza è venerdì. Rossi S.r.l. ha fatto presente la stessa discrepanza. È un'emergenza operativa. Resto a disposizione per chiarimenti.,Amministrazione,media
296,"Credenziali scadute, impossibile il reset","La password del piattaforma documentale è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. Anche il distributore regionale ci ha contattato per un disservizio simile. Vorrei una risoluzione entro la settimana se possibile. Per qualsiasi chiarimento, sono disponibile.",Tecnico,media
297,Richiesta rimborso per trasferta,Devo ancora presentare la nota spese della trasferta del fine settembre. L'importo è modesto. Avrei bisogno del modulo aggiornato perché quello che ho sembra obsoleto. Potete contattarmi al mio interno per approfondire.,Amministrazione,bassa
298,Modifica dati,Serve modificare dei dati nel piattaforma documentale. È una situazione urgente e bloccante.,Amministrazione,media
299,Informazioni tecniche su servizi cloud per lo studio Verdi,"GreenTech S.p.A. chiede informazioni dettagliate su server rack, in particolare sulle specifiche di compatibilità. Sono in fase di valutazione e un riscontro tempestivo ci farebbe fare buona impressione. Il budget del cliente è già approvato e sono pronti a procedere. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,media
300,Software contabilità bloccato,"Il software di contabilità non si apre, dà errore File non trovato. È un'emergenza operativa.",Tecnico,alta
301,Anagrafica fornitori da aggiornare,"Le coordinate bancarie di l'azienda partner nel CRM sono errate e un pagamento di 3.750,00 euro è stato respinto. Il fornitore ha già segnalato il mancato incasso e rischiamo penali per ritardato pagamento. Urgentissimo, il blocco è totale. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,alta
